STEVAL-MKI196V1 (LSM6DSO)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	A_X [deg] 	 A_Y [deg] 	 A_Z [deg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	TEMP [C] 	
-20 	 17 	 1020 	-1 	 1 	 88 	0.0525 	 0.63 	 -1.6625 	23.7 	
-10 	 7 	 1022 	0 	 0 	 89 	-0.2625 	 0.42875 	 -1.33 	23.7 	
-7 	 8 	 1023 	0 	 0 	 90 	0.06125 	 0.7175 	 -0.63 	23.7 	
0 	 2 	 1009 	0 	 0 	 90 	0.0525 	 0.4725 	 -0.8925 	23.7 	
-11 	 25 	 1019 	0 	 1 	 88 	0.07875 	 0.72625 	 -1.365 	23.7 	
-11 	 13 	 1010 	0 	 0 	 89 	0.04375 	 -0.035 	 -1.16375 	23.7 	
-9 	 10 	 1019 	0 	 0 	 89 	-0.0175 	 0.46375 	 -0.56875 	23.7 	
-13 	 19 	 1023 	0 	 1 	 88 	0.07 	 0.63 	 -0.09625 	23.7 	
-3 	 8 	 1014 	0 	 0 	 90 	0.21 	 0.65625 	 -0.00875 	23.7 	
0 	 -4 	 1019 	0 	 0 	 90 	0.07875 	 0.70875 	 -0.665 	23.7 	
-9 	 11 	 1018 	0 	 0 	 89 	0.23625 	 0.58625 	 -0.8925 	23.7 	
-15 	 8 	 1019 	0 	 0 	 89 	0 	 0.39375 	 -0.25375 	23.7 	
-5 	 8 	 1014 	0 	 0 	 90 	0.41125 	 0.44625 	 0.84 	23.7 	
-7 	 -10 	 1026 	0 	 0 	 90 	-0.2625 	 0.455 	 0.9275 	23.7 	
2 	 1 	 1004 	0 	 0 	 90 	0.5075 	 0.21875 	 0.84 	23.7 	
-12 	 -1 	 1025 	0 	 0 	 89 	-0.00875 	 0.70875 	 0.07875 	23.7 	
-6 	 -15 	 1014 	0 	 0 	 90 	0.245 	 0.63875 	 0.41125 	23.7 	
-12 	 -2 	 1021 	0 	 0 	 89 	-0.035 	 0.245 	 0.9275 	23.7 	
-9 	 5 	 1004 	0 	 0 	 89 	0.56 	 1.05 	 2.24 	23.7 	
-8 	 7 	 1022 	0 	 0 	 90 	0.3325 	 0.6825 	 3.00125 	23.7 	
-6 	 10 	 1022 	0 	 0 	 90 	0 	 0.51625 	 3.36 	23.7 	
-2 	 17 	 1027 	0 	 0 	 90 	-0.0525 	 0.6825 	 2.96625 	23.7 	
-13 	 18 	 1010 	0 	 1 	 88 	0.56 	 0.525 	 2.49375 	23.7 	
-29 	 16 	 1017 	-1 	 0 	 88 	-0.0525 	 0.385 	 3.43 	23.7 	
-14 	 15 	 1003 	0 	 0 	 89 	-0.06125 	 0.91875 	 5.3025 	23.7 	
2 	 7 	 1019 	0 	 0 	 90 	-0.23625 	 0.48125 	 5.0575 	23.7 	
1 	 4 	 1018 	0 	 0 	 90 	-0.0175 	 0.46375 	 3.75375 	23.7 	
-5 	 30 	 1006 	0 	 1 	 88 	-0.1575 	 0.455 	 2.35375 	23.6 	
-13 	 -6 	 1032 	0 	 0 	 89 	-0.49875 	 0.4025 	 2.24 	23.6 	
-3 	 -15 	 1021 	0 	 0 	 90 	-0.14875 	 0.79625 	 1.9425 	23.7 	
-12 	 -17 	 1024 	0 	 0 	 89 	-0.245 	 0.72625 	 1.07625 	23.7 	
-14 	 7 	 1014 	0 	 0 	 89 	0.175 	 0.5425 	 0.9275 	23.7 	
-16 	 5 	 1013 	0 	 0 	 89 	0.035 	 0.2275 	 1.30375 	23.7 	
-30 	 5 	 1009 	-1 	 0 	 88 	0.0875 	 0.4375 	 2.49375 	23.7 	
-20 	 4 	 1022 	-1 	 0 	 88 	-0.32375 	 0.49 	 4.03375 	23.7 	
-6 	 24 	 1022 	0 	 1 	 88 	-0.07875 	 0.8575 	 4.68125 	23.7 	
-8 	 27 	 1014 	0 	 1 	 88 	-0.18375 	 0.42875 	 4.05125 	23.7 	
-7 	 13 	 1021 	0 	 0 	 90 	-0.70875 	 0.525 	 3.465 	23.7 	
-9 	 -14 	 1019 	0 	 0 	 89 	-0.245 	 0.5775 	 2.44125 	23.7 	
-18 	 -20 	 1019 	-1 	 -1 	 88 	-0.21 	 0.55125 	 1.96 	23.7 	
-23 	 -8 	 1012 	-1 	 0 	 88 	-0.04375 	 0.60375 	 1.82 	23.7 	
-18 	 -4 	 1021 	-1 	 0 	 88 	-0.09625 	 0.53375 	 2.94 	23.7 	
-9 	 23 	 1009 	0 	 1 	 88 	-0.20125 	 0.665 	 3.29 	23.7 	
-6 	 21 	 1010 	0 	 1 	 88 	-0.48125 	 0.7875 	 3.17625 	23.7 	
-14 	 13 	 1028 	0 	 0 	 89 	-0.21875 	 0.7 	 2.49375 	23.7 	
-30 	 20 	 1006 	-1 	 1 	 88 	-0.105 	 0.55125 	 2.8 	23.7 	
-18 	 15 	 1023 	-1 	 0 	 88 	-1.05875 	 0.34125 	 4.10375 	23.7 	
-18 	 -1 	 1028 	-1 	 0 	 88 	0.7175 	 0.6125 	 4.99625 	23.7 	
-18 	 -14 	 1011 	-1 	 0 	 88 	0.28875 	 1.07625 	 5.76625 	23.7 	
-22 	 25 	 1015 	-1 	 1 	 88 	-0.04375 	 0.805 	 6.685 	23.7 	
-34 	 37 	 1020 	-1 	 2 	 87 	-0.53375 	 0.21 	 8.9075 	23.7 	
-33 	 29 	 1013 	-1 	 1 	 88 	-0.02625 	 0.7175 	 12.9938 	23.7 	
-26 	 30 	 1017 	-1 	 1 	 88 	0.0875 	 1.225 	 16.9838 	23.7 	
0 	 9 	 1018 	0 	 0 	 90 	-0.02625 	 0.88375 	 19.3988 	23.7 	
23 	 -15 	 1011 	1 	 0 	 88 	-0.0175 	 1.2075 	 18.095 	23.7 	
28 	 -25 	 1019 	1 	 -1 	 88 	0.035 	 1.0325 	 14.3763 	23.7 	
26 	 -33 	 1017 	1 	 -1 	 88 	0.00875 	 0.8925 	 10.1238 	23.7 	
13 	 -23 	 1025 	0 	 -1 	 88 	0.0175 	 0.7175 	 6.53625 	23.7 	
5 	 0 	 1017 	0 	 0 	 90 	0.0525 	 0.4375 	 4.71625 	23.7 	
-2 	 -2 	 1019 	0 	 0 	 90 	-0.06125 	 0.35875 	 5.13625 	23.7 	
-1 	 5 	 1017 	0 	 0 	 90 	0.09625 	 0.86625 	 6.36125 	23.7 	
8 	 27 	 1013 	0 	 1 	 88 	-0.21 	 0.62125 	 7.385 	23.7 	
21 	 24 	 1020 	1 	 1 	 88 	-0.3675 	 0.8925 	 8.16375 	23.7 	
34 	 37 	 1008 	1 	 2 	 87 	0.1575 	 1.00625 	 7.595 	23.7 	
46 	 19 	 1021 	2 	 1 	 87 	-0.0175 	 0.86625 	 5.0575 	23.7 	
39 	 -1 	 1015 	2 	 0 	 87 	-0.30625 	 0.51625 	 1.81125 	23.7 	
37 	 -31 	 1016 	2 	 -1 	 87 	-0.56875 	 0.525 	 -3.17625 	23.7 	
11 	 -3 	 1027 	0 	 0 	 89 	-0.07 	 0.7 	 -7.5425 	23.7 	
4 	 -6 	 1006 	0 	 0 	 90 	-0.06125 	 0.32375 	 -9.8875 	23.7 	
0 	 -6 	 1017 	0 	 0 	 90 	-1.79375 	 0.56875 	 -11.3225 	23.7 	
0 	 -9 	 1037 	0 	 0 	 90 	-0.8225 	 0.2275 	 -13.2563 	23.7 	
-8 	 22 	 1003 	0 	 1 	 88 	0.245 	 0.07875 	 -14.8138 	23.7 	
-22 	 5 	 1016 	-1 	 0 	 88 	-0.00875 	 0.09625 	 -15.2513 	23.7 	
-15 	 29 	 1028 	0 	 1 	 88 	-0.13125 	 0.11375 	 -14.875 	23.7 	
-24 	 40 	 1011 	-1 	 2 	 87 	0.18375 	 0.105 	 -14.4725 	23.7 	
-39 	 30 	 1016 	-2 	 1 	 87 	0.035 	 0.2975 	 -12.9588 	23.7 	
-42 	 37 	 1017 	-2 	 2 	 87 	-0.5075 	 0.48125 	 -10.5963 	23.7 	
-27 	 51 	 1001 	-1 	 2 	 87 	-0.49 	 0.06125 	 -8.33875 	23.7 	
-16 	 42 	 1021 	0 	 2 	 87 	-0.8925 	 -0.035 	 -7.39375 	23.7 	
-7 	 28 	 1014 	0 	 1 	 88 	-0.81375 	 0.1575 	 -8.12875 	23.7 	
-14 	 7 	 1018 	0 	 0 	 89 	-0.41125 	 0.1225 	 -9.42375 	23.7 	
-12 	 37 	 1015 	0 	 2 	 87 	0.035 	 0.53375 	 -10.3338 	23.7 	
7 	 18 	 1016 	0 	 1 	 88 	-0.1575 	 0.42 	 -11.2525 	23.7 	
16 	 16 	 1020 	0 	 0 	 89 	0.00875 	 0.35 	 -14.1663 	23.7 	
-6 	 27 	 1008 	0 	 1 	 88 	-0.385 	 0.07 	 -16.8875 	23.7 	
-21 	 24 	 1025 	-1 	 1 	 88 	-0.70875 	 0.00875 	 -17.3688 	23.7 	
-25 	 15 	 1015 	-1 	 0 	 88 	-0.27125 	 0.07875 	 -16.4938 	23.7 	
-27 	 37 	 1014 	-1 	 2 	 87 	-0.35 	 0.56 	 -15.3038 	23.7 	
-16 	 41 	 1016 	0 	 2 	 87 	-0.35875 	 0.20125 	 -13.965 	23.7 	
-24 	 49 	 1019 	-1 	 2 	 87 	-0.39375 	 0.1225 	 -13.0463 	23.7 	
-24 	 52 	 1006 	-1 	 2 	 87 	-0.04375 	 0.56 	 -11.2613 	23.7 	
3 	 34 	 1025 	0 	 1 	 88 	-0.62125 	 0.25375 	 -10.4475 	23.7 	
20 	 38 	 1018 	1 	 2 	 87 	-0.28 	 0.42875 	 -12.5738 	23.7 	
-1 	 6 	 1015 	0 	 0 	 90 	-0.4375 	 0.49 	 -15.5838 	23.7 	
-34 	 1 	 1018 	-1 	 0 	 88 	-0.60375 	 0.2275 	 -16.7913 	23.7 	
-54 	 7 	 1019 	-3 	 0 	 86 	-0.41125 	 0.39375 	 -14.42 	23.7 	
-50 	 9 	 1013 	-2 	 0 	 87 	-0.14 	 0.51625 	 -9.80875 	23.7 	
-22 	 23 	 1020 	-1 	 1 	 88 	-0.27125 	 0.13125 	 -5.73125 	23.7 	
16 	 15 	 1013 	0 	 0 	 89 	-0.37625 	 0.04375 	 -4.61125 	23.7 	
15 	 31 	 1019 	0 	 1 	 88 	-0.49 	 0.5775 	 -6.58 	23.7 	
0 	 24 	 1020 	0 	 1 	 88 	-0.42 	 0.11375 	 -8.68 	23.7 	
-6 	 43 	 1009 	0 	 2 	 87 	-0.20125 	 0.07875 	 -9.16125 	23.7 	
-11 	 14 	 1015 	0 	 0 	 89 	-0.21875 	 0.4375 	 -8.715 	23.7 	
-27 	 -20 	 1029 	-1 	 -1 	 88 	-0.3325 	 0.51625 	 -8.28625 	23.7 	
-41 	 8 	 1025 	-2 	 0 	 87 	-0.0875 	 -0.245 	 -6.92125 	23.7 	
-33 	 0 	 1006 	-1 	 0 	 88 	0.5775 	 0.55125 	 -3.43875 	23.7 	
1 	 -2 	 1014 	0 	 0 	 90 	0.0175 	 0.84875 	 -1.44375 	23.7 	
28 	 -33 	 1024 	1 	 -1 	 88 	0.105 	 0.74375 	 -2.9575 	23.7 	
6 	 21 	 1016 	0 	 1 	 88 	0.27125 	 0 	 -5.73125 	23.7 	
5 	 31 	 1012 	0 	 1 	 88 	-0.14 	 0.6125 	 -6.44875 	23.7 	
11 	 7 	 1017 	0 	 0 	 89 	-0.18375 	 0.35 	 -6.8075 	23.7 	
1 	 -1 	 1017 	0 	 0 	 90 	-0.5775 	 0.39375 	 -7.6125 	23.7 	
-11 	 -10 	 1020 	0 	 0 	 89 	-0.35 	 0.35 	 -7.32375 	23.7 	
-23 	 -19 	 1017 	-1 	 -1 	 88 	-0.09625 	 0.3675 	 -5.845 	23.7 	
-9 	 -18 	 1014 	0 	 -1 	 88 	-0.65625 	 0.13125 	 -4.235 	23.7 	
-1 	 0 	 1019 	0 	 0 	 90 	-1.1375 	 -0.0175 	 -3.5875 	23.7 	
0 	 -6 	 1018 	0 	 0 	 90 	-0.00875 	 0.53375 	 -2.77375 	23.7 	
5 	 -14 	 1014 	0 	 0 	 90 	-0.23625 	 0.5425 	 -2.77375 	23.7 	
3 	 -25 	 1028 	0 	 -1 	 88 	-0.175 	 0.51625 	 -3.40375 	23.7 	
4 	 -8 	 1018 	0 	 0 	 90 	0.105 	 0.5075 	 -3.75375 	23.7 	
10 	 8 	 999 	0 	 0 	 89 	-0.79625 	 0.1225 	 -4.27 	23.7 	
10 	 10 	 1024 	0 	 0 	 89 	-0.27125 	 0.06125 	 -4.83875 	23.7 	
2 	 -18 	 1031 	0 	 -1 	 88 	0.04375 	 0.48125 	 -5.45125 	23.7 	
-22 	 -12 	 999 	-1 	 0 	 88 	0.09625 	 0.74375 	 -5.59125 	23.7 	
-1 	 -36 	 1031 	0 	 -2 	 87 	-0.86625 	 0.48125 	 -5.7575 	23.7 	
-6 	 -3 	 1016 	0 	 0 	 90 	0.65625 	 0.23625 	 -7.0525 	23.7 	
-8 	 18 	 1015 	0 	 1 	 88 	-0.21875 	 0.035 	 -7.63875 	23.7 	
-16 	 22 	 1023 	0 	 1 	 88 	-0.3325 	 0.53375 	 -7.21 	23.7 	
-23 	 26 	 1014 	-1 	 1 	 88 	-0.1225 	 0.455 	 -6.36125 	23.7 	
-28 	 13 	 1016 	-1 	 0 	 88 	-0.1225 	 0.4725 	 -4.5675 	23.7 	
-15 	 38 	 1014 	0 	 2 	 87 	-0.06125 	 0.525 	 -2.765 	23.7 	
-12 	 24 	 1021 	0 	 1 	 88 	-0.4025 	 0.385 	 -1.575 	23.7 	
-12 	 34 	 1020 	0 	 1 	 88 	-0.07875 	 0.70875 	 -1.2775 	23.7 	
-9 	 18 	 1009 	0 	 1 	 88 	0 	 0.665 	 -1.28625 	23.7 	
3 	 21 	 1020 	0 	 1 	 88 	-0.3325 	 0.245 	 -2.205 	23.7 	
4 	 14 	 1025 	0 	 0 	 90 	-0.34125 	 0.39375 	 -4.13875 	23.7 	
-14 	 4 	 1009 	0 	 0 	 89 	0.13125 	 0.49 	 -5.67 	23.7 	
-18 	 39 	 1012 	-1 	 2 	 87 	0.23625 	 0.56875 	 -6.055 	23.7 	
-15 	 36 	 1019 	0 	 2 	 87 	-0.3325 	 0.46375 	 -5.50375 	23.7 	
-8 	 12 	 1016 	0 	 0 	 89 	-0.02625 	 0.315 	 -4.97875 	23.7 	
-23 	 18 	 1020 	-1 	 1 	 88 	-0.1225 	 0.53375 	 -5.0575 	23.7 	
-31 	 22 	 1016 	-1 	 1 	 88 	-0.13125 	 0.315 	 -3.63125 	23.7 	
-32 	 7 	 1015 	-1 	 0 	 88 	-0.21 	 0.72625 	 -1.74125 	23.7 	
-33 	 11 	 1022 	-1 	 0 	 88 	-0.14 	 0.67375 	 0.30625 	23.7 	
-12 	 9 	 1014 	0 	 0 	 89 	-0.49 	 0.35875 	 1.575 	23.7 	
4 	 12 	 1017 	0 	 0 	 90 	-0.2275 	 0.46375 	 1.2425 	23.7 	
-9 	 10 	 1022 	0 	 0 	 89 	-0.175 	 0.53375 	 -0.14875 	23.7 	
-24 	 20 	 1010 	-1 	 1 	 88 	0.4025 	 0.6125 	 -0.14 	23.7 	
-9 	 15 	 1017 	0 	 0 	 89 	-0.20125 	 0.7875 	 0.6475 	23.7 	
-13 	 23 	 1011 	0 	 1 	 88 	-0.1575 	 0.4725 	 0 	23.7 	
-33 	 7 	 1022 	-1 	 0 	 88 	-0.30625 	 0.39375 	 0.44625 	23.7 	
-20 	 15 	 1017 	-1 	 0 	 88 	-0.04375 	 0.51625 	 1.63625 	23.7 	
4 	 -12 	 1033 	0 	 0 	 90 	-0.48125 	 0.32375 	 0.8225 	23.7 	
-6 	 -3 	 1015 	0 	 0 	 90 	0.7 	 0.7525 	 -1.47 	23.7 	
-33 	 32 	 985 	-1 	 1 	 88 	-0.28 	 -0.105 	 -2.72125 	23.7 	
-37 	 -4 	 1026 	-2 	 0 	 87 	-0.3675 	 0.69125 	 -1.44375 	23.6 	
-37 	 6 	 1027 	-2 	 0 	 87 	-0.0175 	 0.88375 	 0.00875 	23.6 	
-28 	 20 	 1019 	-1 	 1 	 88 	-0.14875 	 0.49 	 2.49375 	23.7 	
-25 	 27 	 1018 	-1 	 1 	 88 	-0.2275 	 0.44625 	 3.78 	23.7 	
-20 	 17 	 1012 	-1 	 0 	 88 	-0.34125 	 0.28875 	 6.37 	23.7 	
-5 	 8 	 1020 	0 	 0 	 90 	-0.04375 	 0.8575 	 7.49 	23.7 	
-3 	 35 	 1018 	0 	 1 	 88 	0.0175 	 0.9625 	 6.93875 	23.7 	
-12 	 10 	 1014 	0 	 0 	 89 	0.035 	 1.09375 	 6.93 	23.7 	
-12 	 7 	 1017 	0 	 0 	 89 	-0.0875 	 0.84875 	 7 	23.7 	
-22 	 10 	 1009 	-1 	 0 	 88 	-0.16625 	 0.8225 	 7.245 	23.7 	
-37 	 2 	 1031 	-2 	 0 	 87 	-0.42 	 0.91875 	 9.16125 	23.7 	
-6 	 -2 	 1014 	0 	 0 	 90 	0.035 	 0.70875 	 11.9963 	23.7 	
12 	 -1 	 1013 	0 	 0 	 89 	-0.0175 	 0.90125 	 12.3375 	23.7 	
38 	 -18 	 1022 	2 	 -1 	 87 	-0.21 	 0.97125 	 10.3863 	23.7 	
24 	 -2 	 1015 	1 	 0 	 88 	-0.1575 	 0.91875 	 6.93 	23.7 	
22 	 -16 	 1019 	1 	 0 	 88 	-0.0525 	 1.19 	 4.10375 	23.7 	
6 	 0 	 1015 	0 	 0 	 90 	-0.32375 	 0.72625 	 1.47875 	23.7 	
2 	 -14 	 1022 	0 	 0 	 90 	-0.49 	 0.8225 	 -0.04375 	23.7 	
-21 	 -2 	 1016 	-1 	 0 	 88 	-0.3675 	 0.4725 	 -0.83125 	23.7 	
-13 	 -6 	 1020 	0 	 0 	 89 	-0.28875 	 -0.16625 	 0.07875 	23.7 	
-20 	 14 	 1019 	-1 	 0 	 88 	0.07875 	 0.2625 	 1.58375 	23.7 	
-13 	 22 	 1019 	0 	 1 	 88 	-0.07875 	 0.55125 	 4.165 	23.7 	
19 	 0 	 1018 	1 	 0 	 88 	-0.00875 	 0.35 	 5.6 	23.7 	
29 	 14 	 1014 	1 	 0 	 88 	0.14875 	 0.39375 	 3.68375 	23.7 	
0 	 19 	 1016 	0 	 1 	 88 	-0.105 	 0.13125 	 1.53125 	23.7 	
8 	 22 	 1014 	0 	 1 	 88 	0.0875 	 0.30625 	 1.95125 	23.7 	
5 	 15 	 1020 	0 	 0 	 90 	-0.0875 	 0.2975 	 1.4875 	23.7 	
4 	 27 	 1025 	0 	 1 	 88 	-0.27125 	 0.23625 	 0.95375 	23.7 	
10 	 7 	 1009 	0 	 0 	 89 	0.1225 	 0.55125 	 -0.105 	23.7 	
-11 	 -9 	 1027 	0 	 0 	 89 	-0.525 	 0.09625 	 -1.6975 	23.7 	
-13 	 22 	 1007 	0 	 1 	 88 	-0.3675 	 0.21875 	 -1.61 	23.7 	
0 	 15 	 1010 	0 	 0 	 90 	0.315 	 0.6475 	 -1.0675 	23.7 	
-12 	 16 	 1025 	0 	 0 	 89 	-0.0875 	 0.67375 	 -1.5575 	23.7 	
-12 	 20 	 1011 	0 	 1 	 88 	0 	 0.4375 	 -0.95375 	23.7 	
-5 	 -1 	 1021 	0 	 0 	 90 	-0.14875 	 0.4025 	 -0.77 	23.7 	
-12 	 22 	 1012 	0 	 1 	 88 	0.02625 	 0.51625 	 -0.875 	23.7 	
7 	 17 	 1012 	0 	 0 	 90 	-0.25375 	 0.385 	 -0.49 	23.7 	
12 	 31 	 1021 	0 	 1 	 88 	-0.7525 	 0.1575 	 -2.275 	23.7 	
-10 	 75 	 1018 	0 	 4 	 85 	-0.72625 	 0.455 	 -3.77125 	23.7 	
-10 	 109 	 1011 	0 	 6 	 83 	-0.65625 	 0.18375 	 -3.92 	23.7 	
-27 	 46 	 1017 	-1 	 2 	 87 	-0.315 	 0.4025 	 -3.1325 	23.7 	
-36 	 47 	 1024 	-2 	 2 	 87 	-0.7 	 -0.0525 	 -1.65375 	23.7 	
-29 	 10 	 1010 	-1 	 0 	 88 	0.23625 	 0.76125 	 0.0175 	23.7 	
-19 	 -14 	 1016 	-1 	 0 	 88 	-0.28 	 0.665 	 0.58625 	23.7 	
-19 	 -37 	 1021 	-1 	 -2 	 87 	0.04375 	 0.65625 	 0.2625 	23.7 	
6 	 -28 	 1017 	0 	 -1 	 88 	0 	 0.46375 	 -1.68 	23.7 	
-12 	 -33 	 1020 	0 	 -1 	 88 	-0.14 	 0.1575 	 -4.08625 	23.7 	
-15 	 -46 	 1018 	0 	 -2 	 87 	0 	 0.44625 	 -4.62 	23.7 	
-12 	 -53 	 1016 	0 	 -3 	 86 	-0.21 	 0.1925 	 -5.635 	23.7 	
-32 	 -20 	 1022 	-1 	 -1 	 88 	-0.175 	 0.6125 	 -5.39875 	23.7 	
-27 	 -2 	 1017 	-1 	 0 	 88 	-0.18375 	 0.37625 	 -3.29 	23.7 	
-10 	 17 	 1009 	0 	 0 	 89 	0.0175 	 0.65625 	 -1.23375 	23.7 	
2 	 -1 	 1017 	0 	 0 	 90 	-0.30625 	 0.51625 	 -0.83125 	23.7 	
-6 	 23 	 1021 	0 	 1 	 88 	-0.74375 	 0.23625 	 -1.61 	23.7 	
-16 	 32 	 1020 	0 	 1 	 88 	-0.35875 	 0.37625 	 -1.7325 	23.7 	
-13 	 34 	 1013 	0 	 1 	 88 	-0.04375 	 0.48125 	 -1.16375 	23.7 	
-9 	 22 	 1015 	0 	 1 	 88 	-0.07 	 0.42 	 -1.085 	23.7 	
-28 	 4 	 1019 	-1 	 0 	 88 	-0.51625 	 0.21 	 -1.225 	23.7 	
-46 	 13 	 1021 	-2 	 0 	 87 	-0.63875 	 0.3325 	 0.2275 	23.7 	
-44 	 15 	 1015 	-2 	 0 	 87 	-0.16625 	 0.3325 	 3.77125 	23.7 	
-35 	 12 	 1020 	-1 	 0 	 88 	-0.23625 	 0.4025 	 7.6125 	23.7 	
-7 	 34 	 1009 	0 	 1 	 88 	0.14875 	 0.65625 	 10.6663 	23.7 	
17 	 9 	 1016 	1 	 0 	 88 	-0.13125 	 0.735 	 10.71 	23.7 	
24 	 12 	 1016 	1 	 0 	 88 	0.0875 	 0.945 	 8.33 	23.7 	
5 	 31 	 1013 	0 	 1 	 88 	-0.13125 	 0.63 	 5.64375 	23.7 	
8 	 22 	 1034 	0 	 1 	 88 	-0.245 	 0.735 	 4.61125 	23.7 	
-2 	 55 	 1002 	0 	 3 	 86 	1.4 	 1.4175 	 4.6025 	23.7 	
9 	 42 	 1022 	0 	 2 	 87 	-0.035 	 0.42 	 4.6375 	23.7 	
27 	 31 	 1021 	1 	 1 	 88 	0.1925 	 0.49875 	 3.3775 	23.7 	
25 	 30 	 1020 	1 	 1 	 88 	0.455 	 0.8575 	 1.25125 	23.7 	
37 	 18 	 1015 	2 	 1 	 87 	0.14875 	 0.455 	 -1.53125 	23.7 	
29 	 9 	 1015 	1 	 0 	 88 	0.25375 	 0.7175 	 -4.935 	23.7 	
16 	 13 	 1020 	0 	 0 	 89 	-0.28875 	 0.39375 	 -8.26 	23.7 	
6 	 32 	 1014 	0 	 1 	 88 	-0.18375 	 0.62125 	 -9.54625 	23.7 	
-6 	 3 	 1012 	0 	 0 	 90 	-0.385 	 0.455 	 -10.3688 	23.7 	
-14 	 18 	 1015 	0 	 1 	 88 	-0.2625 	 0.28875 	 -10.4125 	23.7 	
-6 	 -6 	 1019 	0 	 0 	 90 	-0.34125 	 -0.07875 	 -9.695 	23.7 	
-3 	 18 	 1023 	0 	 1 	 88 	-0.35 	 0.06125 	 -10.1675 	23.7 	
-20 	 18 	 1016 	-1 	 1 	 88 	-0.25375 	 -0.07 	 -10.325 	23.7 	
-29 	 22 	 1025 	-1 	 1 	 88 	-0.4375 	 0.00875 	 -8.98625 	23.7 	
-29 	 39 	 1002 	-1 	 2 	 87 	0.1575 	 0.49 	 -6.90375 	23.7 	
-19 	 27 	 1015 	-1 	 1 	 88 	-0.84 	 0.1225 	 -5.075 	23.7 	
-13 	 14 	 1031 	0 	 0 	 89 	-0.69125 	 -0.245 	 -4.34875 	23.7 	
-12 	 32 	 1008 	0 	 1 	 88 	-0.385 	 0.06125 	 -4.27 	23.7 	
-11 	 4 	 1017 	0 	 0 	 89 	-0.07 	 0.5425 	 -3.955 	23.7 	
-5 	 9 	 1013 	0 	 0 	 90 	-0.06125 	 0.2975 	 -4.795 	23.7 	
4 	 12 	 1022 	0 	 0 	 90 	0.0525 	 0.56875 	 -5.4775 	23.7 	
6 	 16 	 1023 	0 	 0 	 90 	-0.07875 	 0.1925 	 -6.71125 	23.7 	
1 	 11 	 1015 	0 	 0 	 90 	-0.14 	 0.2275 	 -7.72625 	23.7 	
-12 	 18 	 1018 	0 	 1 	 88 	-0.315 	 0.65625 	 -7.74375 	23.7 	
-20 	 14 	 1020 	-1 	 0 	 88 	-0.49875 	 -0.13125 	 -7.23625 	23.7 	
-10 	 23 	 1002 	0 	 1 	 88 	-0.02625 	 0.28875 	 -6.22125 	23.7 	
-18 	 10 	 1023 	-1 	 0 	 88 	-0.44625 	 0.14875 	 -5.81875 	23.7 	
-11 	 16 	 1018 	0 	 0 	 89 	0.18375 	 0.42875 	 -4.89125 	23.7 	
-21 	 7 	 1029 	-1 	 0 	 88 	-0.00875 	 0.595 	 -4.57625 	23.7 	
-17 	 35 	 1002 	-1 	 2 	 87 	0.245 	 0.11375 	 -3.64875 	23.7 	
-27 	 27 	 1019 	-1 	 1 	 88 	-0.18375 	 0.7175 	 -1.70625 	23.7 	
-22 	 13 	 1016 	-1 	 0 	 88 	-0.14 	 0.5775 	 0.35 	23.7 	
-19 	 20 	 1019 	-1 	 1 	 88 	-0.1225 	 0.7875 	 1.645 	23.7 	
-12 	 16 	 1021 	0 	 0 	 89 	-0.105 	 0.72625 	 2.45875 	23.7 	
-15 	 8 	 1012 	0 	 0 	 89 	0.27125 	 0.55125 	 2.45875 	23.7 	
-12 	 3 	 1027 	0 	 0 	 89 	-0.53375 	 0.3675 	 1.91625 	23.7 	
-21 	 17 	 1017 	-1 	 0 	 88 	0.315 	 0.7175 	 2.03875 	23.7 	
-15 	 14 	 1015 	0 	 0 	 89 	-0.02625 	 0.49 	 2.1875 	23.7 	
-17 	 23 	 1009 	0 	 1 	 88 	0.02625 	 0.4725 	 2.52875 	23.7 	
-33 	 20 	 1022 	-1 	 1 	 88 	-0.13125 	 0.77 	 3.605 	23.7 	
-58 	 25 	 1019 	-3 	 1 	 86 	-0.07 	 0.88375 	 6.09 	23.7 	
-101 	 45 	 1008 	-5 	 2 	 84 	-0.53375 	 0.60375 	 12.39 	23.7 	
-95 	 33 	 1024 	-5 	 1 	 84 	-1.04125 	 0.95375 	 21.8138 	23.7 	
-62 	 18 	 1017 	-3 	 1 	 86 	-0.09625 	 1.49625 	 30.4763 	23.7 	
-19 	 7 	 1015 	-1 	 0 	 88 	-0.035 	 1.4 	 34.8513 	23.7 	
13 	 9 	 1019 	0 	 0 	 89 	0.28875 	 1.40875 	 34.5013 	23.7 	
34 	 38 	 1012 	1 	 2 	 87 	0.2275 	 1.04125 	 31.0888 	23.7 	
63 	 17 	 1022 	3 	 1 	 86 	0.1925 	 1.2075 	 26.8275 	23.7 	
61 	 -13 	 1030 	3 	 0 	 86 	-0.2625 	 0.945 	 20.6763 	23.7 	
73 	 -15 	 1007 	4 	 0 	 85 	0.44625 	 0.90125 	 12.2063 	23.7 	
56 	 -21 	 1022 	3 	 -1 	 86 	0.11375 	 0.65625 	 3.5875 	23.7 	
45 	 -30 	 1012 	2 	 -1 	 87 	0.20125 	 0.5775 	 -3.57875 	23.7 	
