STEVAL-MKI196V1 (LSM6DSO)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	A_X [deg] 	 A_Y [deg] 	 A_Z [deg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-24 	 5 	 1018 	-1 	 0 	 88 	-0.2275 	 0.55125 	 -1.74125 	
-24 	 4 	 1018 	-1 	 0 	 88 	-0.16625 	 0.48125 	 -1.4525 	
-23 	 4 	 1018 	-1 	 0 	 88 	-0.14875 	 0.525 	 -1.225 	
-24 	 5 	 1018 	-1 	 0 	 88 	-0.105 	 0.55125 	 -0.91875 	
-23 	 8 	 1019 	-1 	 0 	 88 	-0.21 	 0.5775 	 -0.51625 	
-14 	 12 	 1017 	0 	 0 	 89 	-0.8575 	 0.595 	 1.8375 	
-20 	 9 	 1018 	-1 	 0 	 88 	-0.3325 	 0.53375 	 7.93625 	
-27 	 1 	 1018 	-1 	 0 	 88 	-0.23625 	 0.60375 	 10.5175 	
-26 	 -5 	 1017 	-1 	 0 	 88 	-0.20125 	 0.595 	 8.88125 	
-29 	 -7 	 1017 	-1 	 0 	 88 	-0.09625 	 0.5775 	 5.32875 	
-30 	 8 	 1017 	-1 	 0 	 88 	0.21 	 0.51625 	 0.7175 	
-25 	 4 	 1018 	-1 	 0 	 88 	-0.0525 	 0.5425 	 -3.77125 	
-23 	 7 	 1018 	-1 	 0 	 88 	-0.5425 	 0.5775 	 -6.9825 	
-23 	 7 	 1017 	-1 	 0 	 88 	-0.49 	 0.53375 	 -7.11375 	
-25 	 5 	 1019 	-1 	 0 	 88 	-0.51625 	 0.56 	 -7.09625 	
-26 	 6 	 1019 	-1 	 0 	 88 	-0.6125 	 0.56 	 -6.86875 	
-21 	 -5 	 1018 	-1 	 0 	 88 	0.315 	 0.5775 	 -6.405 	
-22 	 3 	 1019 	-1 	 0 	 88 	0.595 	 0.65625 	 -7.39375 	
-18 	 -15 	 1018 	-1 	 0 	 88 	0.455 	 0.67375 	 -5.5125 	
-23 	 -16 	 1018 	-1 	 0 	 88 	1.61 	 1.0325 	 -5.50375 	
-20 	 -29 	 1019 	-1 	 -1 	 88 	2.65125 	 1.5575 	 -4.9875 	
-28 	 3 	 1019 	-1 	 0 	 88 	1.82875 	 1.16375 	 -4.3925 	
-14 	 -31 	 1018 	0 	 -1 	 88 	0.32375 	 0.62125 	 -3.465 	
-36 	 14 	 1018 	-2 	 0 	 87 	-0.245 	 0.5075 	 -4.3225 	
-15 	 -9 	 1016 	0 	 0 	 89 	-0.5775 	 0.6825 	 -2.98375 	
-25 	 -23 	 1019 	-1 	 -1 	 88 	-0.56 	 0.51625 	 -2.93125 	
-19 	 -19 	 1018 	-1 	 -1 	 88 	-0.44625 	 0.735 	 -2.0475 	
-23 	 3 	 1018 	-1 	 0 	 88 	-0.3675 	 0.20125 	 -2.2925 	
-35 	 15 	 1019 	-1 	 0 	 88 	-0.51625 	 0.62125 	 -3.2025 	
-21 	 13 	 1018 	-1 	 0 	 88 	-1.02375 	 -0.14 	 -3.75375 	
-24 	 9 	 1017 	-1 	 0 	 88 	-1.26875 	 0.07875 	 -3.21125 	
-39 	 0 	 1020 	-2 	 0 	 87 	-1.0675 	 0.42875 	 -2.26625 	
-14 	 -22 	 1016 	0 	 -1 	 88 	-0.65625 	 0.55125 	 -1.16375 	
-33 	 -19 	 1020 	-1 	 -1 	 88 	-0.98 	 0.28875 	 -1.2775 	
-14 	 -14 	 1017 	0 	 0 	 89 	-1.155 	 0.2975 	 -1.51375 	
-28 	 -22 	 1018 	-1 	 -1 	 88 	-1.54 	 -0.16625 	 -2.205 	
-32 	 -20 	 1017 	-1 	 -1 	 88 	-0.72625 	 0.56875 	 -1.785 	
-29 	 -9 	 1020 	-1 	 0 	 88 	0.07 	 0.21875 	 -0.84875 	
-18 	 -11 	 1017 	-1 	 0 	 88 	0.14875 	 0.7 	 -1.3125 	
-32 	 1 	 1021 	-1 	 0 	 88 	-0.11375 	 0.595 	 -2.38 	
-35 	 20 	 1014 	-1 	 1 	 88 	-0.175 	 0.525 	 -1.19 	
-12 	 -14 	 1017 	0 	 0 	 89 	-1.07625 	 -0.245 	 0.27125 	
-38 	 -12 	 1024 	-2 	 0 	 87 	-0.21875 	 0.62125 	 0.44625 	
-7 	 -18 	 1013 	0 	 -1 	 88 	-0.35 	 0.51625 	 0.875 	
-37 	 21 	 1016 	-2 	 1 	 87 	-0.0175 	 1.05875 	 1.21625 	
-20 	 12 	 1018 	-1 	 0 	 88 	0.28 	 0.875 	 2.38875 	
-33 	 11 	 1021 	-1 	 0 	 88 	-0.1575 	 0.60375 	 2.4675 	
-13 	 -6 	 1016 	0 	 0 	 89 	-1.3475 	 -0.18375 	 2.2575 	
-29 	 8 	 1019 	-1 	 0 	 88 	-0.98875 	 0.63875 	 2.10875 	
-32 	 -5 	 1018 	-1 	 0 	 88 	-1.26 	 0.525 	 1.63625 	
-22 	 -11 	 1017 	-1 	 0 	 88 	-0.84875 	 0.48125 	 0.76125 	
-16 	 -33 	 1010 	0 	 -1 	 88 	-0.6125 	 0.385 	 -0.09625 	
-40 	 2 	 1026 	-2 	 0 	 87 	-0.0875 	 0.735 	 -1.295 	
-21 	 6 	 1015 	-1 	 0 	 88 	-0.1575 	 0.6125 	 -2.59875 	
-33 	 0 	 1021 	-1 	 0 	 88 	0.44625 	 0.665 	 -3.29 	
-23 	 -10 	 1014 	-1 	 0 	 88 	0.93625 	 0.8225 	 -3.885 	
-23 	 2 	 1016 	-1 	 0 	 88 	2.42375 	 1.35625 	 -3.7275 	
-55 	 15 	 1027 	-3 	 0 	 86 	1.61 	 1.575 	 -3.115 	
-8 	 10 	 1009 	0 	 0 	 90 	-0.1225 	 0.525 	 -1.98625 	
-29 	 20 	 1021 	-1 	 1 	 88 	-0.11375 	 0.97125 	 -1.2775 	
-21 	 1 	 1016 	-1 	 0 	 88 	-0.65625 	 0.5075 	 -0.6475 	
-30 	 4 	 1020 	-1 	 0 	 88 	0.21 	 0.35875 	 -0.56 	
-40 	 -3 	 1026 	-2 	 0 	 87 	-1.05 	 0.30625 	 -0.945 	
-19 	 -18 	 1012 	-1 	 -1 	 88 	-2.2925 	 0 	 -2.40625 	
-16 	 1 	 1013 	0 	 0 	 89 	-1.925 	 -0.13125 	 -2.44125 	
-27 	 -4 	 1019 	-1 	 0 	 88 	-0.70875 	 0.88375 	 -2.4675 	
-29 	 6 	 1017 	-1 	 0 	 88 	-1.40875 	 0.2625 	 -3.64875 	
-40 	 24 	 1022 	-2 	 1 	 87 	-0.90125 	 0.1575 	 -4.3225 	
-3 	 10 	 1019 	0 	 0 	 90 	-1.4525 	 0.53375 	 -5.25875 	
-41 	 9 	 1017 	-2 	 0 	 87 	-1.47 	 0.25375 	 -6.23875 	
-27 	 10 	 1017 	-1 	 0 	 88 	-0.8925 	 0.32375 	 -5.48625 	
-8 	 17 	 1012 	0 	 0 	 90 	-0.69125 	 0.77875 	 -3.38625 	
-36 	 28 	 1020 	-2 	 1 	 87 	-0.00875 	 0.63875 	 -0.62125 	
-11 	 24 	 1019 	0 	 1 	 88 	0.55125 	 0.69125 	 2.31875 	
-29 	 23 	 1016 	-1 	 1 	 88 	-0.56 	 0.805 	 4.1475 	
-20 	 4 	 1019 	-1 	 0 	 88 	-1.1375 	 0.65625 	 5.43375 	
-23 	 4 	 1019 	-1 	 0 	 88 	-0.98 	 0.77 	 6.6675 	
-26 	 -9 	 1018 	-1 	 0 	 88 	-0.245 	 0.53375 	 8.0325 	
-26 	 -12 	 1015 	-1 	 0 	 88 	0.65625 	 0.91 	 9.47625 	
-9 	 -6 	 1019 	0 	 0 	 89 	1.30375 	 0.8225 	 10.2463 	
-31 	 11 	 1019 	-1 	 0 	 88 	1.53125 	 1.3825 	 11.3313 	
-25 	 8 	 1018 	-1 	 0 	 88 	0.37625 	 0.97125 	 12.1625 	
-14 	 -13 	 1016 	0 	 0 	 89 	-0.39375 	 0.6475 	 12.0313 	
-36 	 -6 	 1022 	-2 	 0 	 87 	-1.365 	 -0.07 	 10.57 	
-21 	 -1 	 1011 	-1 	 0 	 88 	-0.55125 	 0.70875 	 10.71 	
-12 	 14 	 1016 	0 	 0 	 89 	-0.46375 	 0.14 	 10.8588 	
-21 	 -2 	 1023 	-1 	 0 	 88 	-0.53375 	 0.97125 	 9.75625 	
-13 	 -6 	 1017 	0 	 0 	 89 	0.25375 	 1.09375 	 8.8375 	
-29 	 7 	 1020 	-1 	 0 	 88 	-0.13125 	 1.35625 	 8.11125 	
-28 	 -11 	 1014 	-1 	 0 	 88 	-1.05875 	 0.315 	 7.1925 	
-10 	 -15 	 1020 	0 	 0 	 89 	-0.83125 	 0.27125 	 6.0725 	
-32 	 14 	 1020 	-1 	 0 	 88 	-0.6125 	 0.7525 	 4.36625 	
-18 	 10 	 1016 	-1 	 0 	 88 	-1.35625 	 0.60375 	 2.86125 	
-34 	 -1 	 1020 	-1 	 0 	 88 	-1.89 	 0.2275 	 2.415 	
-24 	 -34 	 1016 	-1 	 -1 	 88 	-1.8725 	 -0.455 	 1.56625 	
-30 	 -29 	 1017 	-1 	 -1 	 88 	-0.79625 	 0.5425 	 0.02625 	
-24 	 1 	 1016 	-1 	 0 	 88 	-0.2975 	 0.90125 	 -0.60375 	
-35 	 -10 	 1022 	-2 	 0 	 87 	-0.595 	 0.8225 	 0.20125 	
-17 	 0 	 1019 	0 	 0 	 89 	-0.81375 	 0.77 	 1.47 	
-20 	 4 	 1015 	-1 	 0 	 88 	-1.3475 	 0.2625 	 2.59 	
-24 	 3 	 1015 	-1 	 0 	 88 	-0.7525 	 0.16625 	 3.22875 	
-22 	 1 	 1021 	-1 	 0 	 88 	-0.665 	 0.5775 	 3.15875 	
-21 	 -3 	 1015 	-1 	 0 	 88 	-0.665 	 0.72625 	 2.00375 	
-29 	 -1 	 1018 	-1 	 0 	 88 	-0.455 	 0.77875 	 1.12 	
-32 	 -8 	 1024 	-1 	 0 	 88 	-1.47 	 0.63875 	 -0.7525 	
-10 	 -16 	 1016 	0 	 0 	 89 	-0.4375 	 0.77 	 -2.09125 	
-24 	 -16 	 1019 	-1 	 0 	 88 	-0.93625 	 0.53375 	 -2.1875 	
-25 	 -7 	 1016 	-1 	 0 	 88 	-1.25125 	 0.42875 	 -2.23125 	
-21 	 -7 	 1017 	-1 	 0 	 88 	-0.665 	 0.42875 	 -2.44125 	
-35 	 8 	 1018 	-2 	 0 	 87 	-0.595 	 0.91 	 -2.68625 	
-15 	 -4 	 1017 	0 	 0 	 89 	-0.60375 	 0.5425 	 -2.3975 	
-27 	 6 	 1024 	-1 	 0 	 88 	-0.2275 	 0.76125 	 -2.065 	
-27 	 1 	 1015 	-1 	 0 	 88 	-0.63875 	 0.8225 	 -1.505 	
-28 	 -7 	 1017 	-1 	 0 	 88 	-0.63875 	 0.2975 	 -1.4875 	
-24 	 -16 	 1016 	-1 	 0 	 88 	-0.735 	 0.805 	 -2.17 	
-30 	 1 	 1025 	-1 	 0 	 88 	-0.525 	 0.6475 	 -3.0275 	
3 	 -10 	 1004 	0 	 0 	 90 	-0.48125 	 0.665 	 -3.0975 	
-61 	 12 	 1024 	-3 	 0 	 86 	-0.37625 	 0.48125 	 -3.605 	
-16 	 -2 	 1016 	0 	 0 	 89 	-0.13125 	 0.2975 	 -3.38625 	
-29 	 1 	 1019 	-1 	 0 	 88 	-0.04375 	 0.56 	 -2.79125 	
-22 	 6 	 1019 	-1 	 0 	 88 	-0.27125 	 0.49 	 -1.9775 	
-15 	 -5 	 1015 	0 	 0 	 89 	-0.25375 	 0.735 	 -1.49625 	
-20 	 -15 	 1018 	-1 	 0 	 88 	-0.42875 	 0.63 	 -1.505 	
-24 	 1 	 1006 	-1 	 0 	 88 	-0.4025 	 0.44625 	 -1.63625 	
-33 	 0 	 1030 	-1 	 0 	 88 	-0.13125 	 1.1725 	 -1.4 	
-39 	 16 	 1028 	-2 	 0 	 87 	-0.69125 	 0.39375 	 -1.95125 	
-18 	 7 	 1007 	-1 	 0 	 88 	-1.295 	 0.84875 	 -2.5375 	
-24 	 0 	 1021 	-1 	 0 	 88 	-1.2425 	 0.63875 	 -3.31625 	
-30 	 -17 	 1017 	-1 	 -1 	 88 	-1.30375 	 0.77875 	 -4.75125 	
-27 	 -12 	 1008 	-1 	 0 	 88 	-1.085 	 0.2975 	 -6.405 	
-44 	 5 	 1033 	-2 	 0 	 87 	-0.6475 	 0.88375 	 -7.35 	
-15 	 3 	 1016 	0 	 0 	 89 	-0.48125 	 0.42 	 -6.90375 	
-18 	 8 	 1015 	-1 	 0 	 88 	-0.315 	 0.72625 	 -5.10125 	
-23 	 15 	 1017 	-1 	 0 	 88 	-0.14875 	 0.8225 	 -3.15 	
-17 	 -3 	 1015 	0 	 0 	 89 	-0.42 	 0.14875 	 -1.65375 	
-24 	 -8 	 1020 	-1 	 0 	 88 	0.04375 	 0.6475 	 -1.09375 	
-28 	 2 	 1020 	-1 	 0 	 88 	0.21875 	 1.085 	 -0.49 	
-21 	 0 	 1017 	-1 	 0 	 88 	-0.175 	 0.74375 	 0 	
-26 	 0 	 1020 	-1 	 0 	 88 	-0.70875 	 0.74375 	 -0.49 	
-17 	 4 	 1016 	-1 	 0 	 88 	-1.085 	 0.7175 	 -1.44375 	
-26 	 2 	 1013 	-1 	 0 	 88 	-0.9975 	 0.04375 	 -3.22 	
-34 	 -8 	 1020 	-1 	 0 	 88 	-1.085 	 0.62125 	 -4.7075 	
-19 	 -3 	 1015 	-1 	 0 	 88 	-0.84875 	 0.63 	 -5.66125 	
-42 	 10 	 1024 	-2 	 0 	 87 	-0.6475 	 0.3675 	 -5.6 	
-27 	 16 	 1016 	-1 	 0 	 88 	-0.30625 	 0.56875 	 -5.0925 	
-18 	 -2 	 1017 	-1 	 0 	 88 	-0.42875 	 0.175 	 -4.48875 	
-33 	 -9 	 1023 	-1 	 0 	 88 	-0.76125 	 0.69125 	 -4.68125 	
-28 	 -9 	 1018 	-1 	 0 	 88 	-0.4375 	 0.56875 	 -4.71625 	
-18 	 0 	 1017 	-1 	 0 	 88 	-0.51625 	 0.315 	 -5.01375 	
-20 	 2 	 1012 	-1 	 0 	 88 	-0.1575 	 0.62125 	 -4.90875 	
-30 	 0 	 1021 	-1 	 0 	 88 	-0.0875 	 0.18375 	 -5.11875 	
-28 	 9 	 1017 	-1 	 0 	 88 	0.51625 	 0.49875 	 -5.6875 	
-28 	 5 	 1019 	-1 	 0 	 88 	1.4 	 0.58625 	 -5.83625 	
-22 	 4 	 1016 	-1 	 0 	 88 	1.84625 	 0.4375 	 -5.5125 	
-29 	 5 	 1020 	-1 	 0 	 88 	2.17 	 0.60375 	 -4.54125 	
-25 	 6 	 1021 	-1 	 0 	 88 	1.8025 	 0.6475 	 -2.52 	
-29 	 7 	 1020 	-1 	 0 	 88 	0.69125 	 0.23625 	 -0.455 	
-13 	 5 	 1010 	0 	 0 	 89 	0.07 	 0.1925 	 0.81375 	
-21 	 -4 	 1021 	-1 	 0 	 88 	-0.23625 	 0.70875 	 1.4 	
-25 	 -4 	 1019 	-1 	 0 	 88 	-0.245 	 0.51625 	 1.575 	
-14 	 -5 	 1012 	0 	 0 	 89 	-0.39375 	 0.2275 	 2.03875 	
-16 	 -5 	 1018 	0 	 0 	 89 	-0.32375 	 0.41125 	 1.9075 	
-26 	 1 	 1021 	-1 	 0 	 88 	-0.48125 	 0.595 	 1.61 	
-14 	 -4 	 1013 	0 	 0 	 89 	-0.56875 	 0.37625 	 1.49625 	
-25 	 0 	 1024 	-1 	 0 	 88 	-0.245 	 0.83125 	 0.77 	
-27 	 3 	 1018 	-1 	 0 	 88 	0.0175 	 0.8575 	 0.46375 	
-28 	 -4 	 1021 	-1 	 0 	 88 	0.14 	 0.72625 	 -0.28875 	
-18 	 -2 	 1016 	-1 	 0 	 88 	0.245 	 0.77875 	 -1.3475 	
-37 	 -7 	 1018 	-2 	 0 	 87 	0.07875 	 0.67375 	 -2.3975 	
-25 	 -11 	 1020 	-1 	 0 	 88 	-0.14 	 0.3675 	 -3.465 	
-27 	 0 	 1020 	-1 	 0 	 88 	0.1575 	 0.7875 	 -2.3625 	
-17 	 -13 	 1015 	-1 	 0 	 88 	0.65625 	 0.84 	 -1.0325 	
-13 	 1 	 1018 	0 	 0 	 89 	0.35 	 1.00625 	 0.315 	
-20 	 0 	 1022 	-1 	 0 	 88 	0.28 	 1.085 	 1.4 	
1 	 -9 	 1014 	0 	 0 	 90 	0.5425 	 1.1375 	 0.58625 	
-27 	 2 	 1020 	-1 	 0 	 88 	1.04125 	 1.085 	 -1.2425 	
-3 	 -16 	 1017 	0 	 0 	 90 	2.02125 	 1.7325 	 -3.08 	
-24 	 -1 	 1023 	-1 	 0 	 88 	2.1175 	 1.365 	 -4.92625 	
-12 	 -2 	 1013 	0 	 0 	 89 	1.645 	 1.02375 	 -4.66375 	
-24 	 -3 	 1021 	-1 	 0 	 88 	0.315 	 0.595 	 -4.48875 	
-18 	 -18 	 1017 	-1 	 -1 	 88 	-0.34125 	 0.65625 	 -6.60625 	
-39 	 -2 	 1017 	-2 	 0 	 87 	0.2275 	 0.62125 	 -9.0125 	
-6 	 -5 	 1019 	0 	 0 	 90 	0.91 	 0.76125 	 -10.7625 	
-48 	 24 	 1016 	-2 	 1 	 87 	1.505 	 1.12 	 -11.6113 	
-19 	 18 	 1022 	-1 	 1 	 88 	0.875 	 0.6475 	 -9.8 	
-25 	 5 	 1014 	-1 	 0 	 88 	0.28 	 0.6475 	 -8.0325 	
-27 	 -6 	 1021 	-1 	 0 	 88 	-0.455 	 0.455 	 -7.0525 	
-15 	 -11 	 1020 	0 	 0 	 89 	-0.41125 	 0.35875 	 -6.4575 	
-36 	 0 	 1018 	-2 	 0 	 87 	-0.4725 	 0.69125 	 -6.8775 	
-32 	 18 	 1017 	-1 	 1 	 88 	-0.06125 	 0.44625 	 -6.95625 	
-21 	 4 	 1020 	-1 	 0 	 88 	-0.4375 	 0.42 	 -6.615 	
-20 	 2 	 1020 	-1 	 0 	 88 	-0.07875 	 0.76125 	 -7.63 	
-38 	 3 	 1016 	-2 	 0 	 87 	-0.49 	 0.7875 	 -10.9288 	
-30 	 8 	 1019 	-1 	 0 	 88 	-0.42 	 0.46375 	 -13.1425 	
-32 	 6 	 1013 	-1 	 0 	 88 	-0.84875 	 0.4725 	 -15.1113 	
-29 	 -7 	 1019 	-1 	 0 	 88 	-0.58625 	 0.105 	 -16.38 	
-24 	 4 	 1016 	-1 	 0 	 88 	-0.7175 	 0.4025 	 -17.0275 	
-36 	 -11 	 1023 	-2 	 0 	 87 	-0.385 	 0.53375 	 -16.135 	
-22 	 0 	 1025 	-1 	 0 	 88 	-0.13125 	 0.95375 	 -15.7413 	
-29 	 5 	 1013 	-1 	 0 	 88 	0.06125 	 0.77 	 -15.3475 	
-27 	 9 	 1018 	-1 	 0 	 88 	-0.51625 	 0.28 	 -15.0413 	
-29 	 -1 	 1018 	-1 	 0 	 88 	-0.4375 	 0.46375 	 -15.1638 	
-32 	 21 	 1020 	-1 	 1 	 88 	-0.2625 	 0.5075 	 -14.6475 	
-36 	 21 	 1017 	-2 	 1 	 87 	-0.11375 	 0.62125 	 -14.2363 	
-33 	 8 	 1019 	-1 	 0 	 88 	-0.4025 	 0.595 	 -14.35 	
-32 	 14 	 1018 	-1 	 0 	 88 	-0.525 	 0.34125 	 -15.225 	
-34 	 6 	 1019 	-1 	 0 	 88 	0.1575 	 0.56875 	 -15.3738 	
-33 	 17 	 1015 	-1 	 0 	 88 	0.1225 	 0.63875 	 -15.4 	
-34 	 36 	 1020 	-1 	 2 	 87 	-0.20125 	 0.39375 	 -15.0063 	
-37 	 21 	 1020 	-2 	 1 	 87 	-0.27125 	 0.97125 	 -14.9625 	
-28 	 17 	 1017 	-1 	 0 	 88 	0.11375 	 0.37625 	 -13.5363 	
-34 	 -9 	 1018 	-1 	 0 	 88 	0.1575 	 0.32375 	 -13.0813 	
-35 	 -13 	 1020 	-1 	 0 	 88 	-0.21 	 0.56875 	 -12.2413 	
-32 	 4 	 1016 	-1 	 0 	 88 	-0.14 	 0.42 	 -10.1413 	
-28 	 2 	 1020 	-1 	 0 	 88 	0.105 	 0.28875 	 -7.60375 	
-32 	 -15 	 1016 	-1 	 0 	 88 	-0.49 	 0.44625 	 -5.8975 	
-30 	 6 	 1016 	-1 	 0 	 88 	-0.09625 	 0.41125 	 -3.6925 	
-31 	 37 	 1018 	-1 	 2 	 87 	0.105 	 0.67375 	 -1.7325 	
-25 	 16 	 1016 	-1 	 0 	 88 	-0.41125 	 0.7175 	 -0.27125 	
-22 	 9 	 1018 	-1 	 0 	 88 	-0.14875 	 0.5075 	 0.65625 	
-23 	 1 	 1017 	-1 	 0 	 88 	-0.525 	 0.67375 	 -0.09625 	
-25 	 1 	 1016 	-1 	 0 	 88 	0.18375 	 0.56875 	 -1.05 	
-29 	 -11 	 1020 	-1 	 0 	 88 	-0.02625 	 0.1225 	 -0.98 	
-14 	 -25 	 1019 	0 	 -1 	 88 	0.16625 	 0.49875 	 -0.56 	
-27 	 -2 	 1019 	-1 	 0 	 88 	-0.18375 	 0.6825 	 -0.51625 	
-19 	 9 	 1019 	-1 	 0 	 88 	-0.1925 	 0.665 	 -0.77875 	
-29 	 12 	 1021 	-1 	 0 	 88 	-0.37625 	 0.37625 	 -2.09125 	
-14 	 4 	 1018 	0 	 0 	 89 	-0.0525 	 0.65625 	 -2.87 	
-27 	 23 	 1014 	-1 	 1 	 88 	-0.21 	 0.77 	 -3.40375 	
-22 	 16 	 1020 	-1 	 0 	 88 	-0.6125 	 0.21875 	 -3.42125 	
-26 	 -7 	 1020 	-1 	 0 	 88 	-0.49875 	 1.00625 	 -3.49125 	
-38 	 -5 	 1016 	-2 	 0 	 87 	-0.5775 	 0.77875 	 -4.45375 	
-26 	 12 	 1021 	-1 	 0 	 88 	-0.4375 	 0.32375 	 -4.29625 	
-23 	 15 	 1018 	-1 	 0 	 88 	0.02625 	 0.6825 	 -4.29625 	
-32 	 15 	 1017 	-1 	 0 	 88 	-0.18375 	 0.28875 	 -4.80375 	
-40 	 31 	 1020 	-2 	 1 	 87 	0.18375 	 0.805 	 -4.52375 	
-27 	 8 	 1017 	-1 	 0 	 88 	0 	 1.32125 	 -3.395 	
-19 	 7 	 1017 	-1 	 0 	 88 	-0.6125 	 0.07 	 -3.05375 	
-17 	 6 	 1019 	-1 	 0 	 88 	-0.30625 	 0.51625 	 -3.70125 	
-25 	 24 	 1023 	-1 	 1 	 88 	-0.4025 	 0.65625 	 -3.99 	
-21 	 17 	 1014 	-1 	 0 	 88 	-0.49875 	 0.35875 	 -3.185 	
-27 	 -11 	 1025 	-1 	 0 	 88 	-0.46375 	 0.28 	 -3.1325 	
-25 	 -19 	 1015 	-1 	 -1 	 88 	-0.4375 	 1.11125 	 -5.4775 	
-38 	 -9 	 1015 	-2 	 0 	 87 	-0.455 	 0.385 	 -8.23375 	
-24 	 1 	 1017 	-1 	 0 	 88 	-0.20125 	 0.1575 	 -9.625 	
-31 	 0 	 1019 	-1 	 0 	 88 	-0.62125 	 0.62125 	 -10.885 	
-25 	 5 	 1019 	-1 	 0 	 88 	-0.16625 	 0.14 	 -11.095 	
-34 	 18 	 1017 	-1 	 1 	 88 	-0.8225 	 0.5775 	 -11.0338 	
-41 	 23 	 1020 	-2 	 1 	 87 	-0.105 	 0.69125 	 -10.8325 	
-32 	 10 	 1019 	-1 	 0 	 88 	-0.6125 	 0.67375 	 -10.43 	
-39 	 -7 	 1015 	-2 	 0 	 87 	-0.5425 	 0.23625 	 -10.3775 	
-32 	 -6 	 1022 	-1 	 0 	 88 	-0.56 	 0.14875 	 -10.85 	
-34 	 -18 	 1017 	-1 	 -1 	 88 	-0.81375 	 0.2625 	 -11.5763 	
-38 	 0 	 1015 	-2 	 0 	 87 	-0.56 	 0.21875 	 -11.5238 	
-44 	 4 	 1024 	-2 	 0 	 87 	-0.56875 	 0.7525 	 -9.47625 	
-40 	 12 	 1018 	-2 	 0 	 87 	0.37625 	 0.4375 	 -6.6325 	
-43 	 41 	 1017 	-2 	 2 	 87 	-0.2625 	 0.81375 	 -3.99 	
-42 	 35 	 1015 	-2 	 1 	 87 	-0.70875 	 0.67375 	 -1.19875 	
-46 	 20 	 1019 	-2 	 1 	 87 	-0.6825 	 0.63875 	 1.30375 	
-45 	 12 	 1018 	-2 	 0 	 87 	-0.2625 	 0.7525 	 1.82 	
-44 	 5 	 1018 	-2 	 0 	 87 	-0.69125 	 0.63 	 0.7875 	
-51 	 -20 	 1020 	-2 	 -1 	 87 	-0.83125 	 0.81375 	 1.25125 	
-38 	 -19 	 1017 	-2 	 -1 	 87 	-0.805 	 0.5425 	 3.00125 	
-30 	 -27 	 1017 	-1 	 -1 	 88 	-1.37375 	 0.4025 	 3.9025 	
-25 	 -36 	 1019 	-1 	 -2 	 87 	-2.23125 	 0.1925 	 3.3075 	
-42 	 -11 	 1014 	-2 	 0 	 87 	-1.225 	 0.13125 	 4.2525 	
-23 	 11 	 1019 	-1 	 0 	 88 	-0.34125 	 1.295 	 6.55375 	
-46 	 40 	 1022 	-2 	 2 	 87 	0.4375 	 1.46125 	 9.79125 	
-18 	 13 	 1019 	-1 	 0 	 88 	-0.76125 	 -0.2625 	 13.6325 	
-9 	 5 	 1013 	0 	 0 	 89 	-0.595 	 0.665 	 15.3825 	
-13 	 25 	 1015 	0 	 1 	 88 	-0.65625 	 0.83125 	 15.715 	
-4 	 9 	 1024 	0 	 0 	 90 	-1.505 	 -0.67375 	 15.9425 	
-10 	 3 	 1018 	0 	 0 	 89 	-0.7525 	 0.805 	 14.4725 	
-8 	 -17 	 1017 	0 	 -1 	 88 	-0.2975 	 0.7525 	 13.5975 	
-10 	 21 	 1020 	0 	 1 	 88 	0.48125 	 1.2775 	 12.845 	
-10 	 58 	 1020 	0 	 3 	 86 	0.245 	 1.16375 	 12.1975 	
-21 	 23 	 1019 	-1 	 1 	 88 	-0.8575 	 0.7875 	 11.8125 	
-15 	 5 	 1018 	0 	 0 	 89 	-1.04125 	 0.7175 	 11.8475 	
-3 	 15 	 1015 	0 	 0 	 90 	-0.1575 	 1.67125 	 11.795 	
-3 	 9 	 1019 	0 	 0 	 90 	-1.4175 	 0.1225 	 10.745 	
11 	 -2 	 1019 	0 	 0 	 89 	-1.11125 	 0.21 	 8.72375 	
-8 	 1 	 1018 	0 	 0 	 89 	-0.315 	 0.48125 	 6.13375 	
-27 	 -35 	 1017 	-1 	 -1 	 88 	-0.1575 	 0.91875 	 3.70125 	
-35 	 -19 	 1016 	-1 	 -1 	 88 	0.98 	 0.58625 	 3.1675 	
-25 	 25 	 1022 	-1 	 1 	 88 	1.11125 	 1.09375 	 5.145 	
-18 	 2 	 1017 	-1 	 0 	 88 	0.21875 	 0.805 	 7.7525 	
-34 	 11 	 1019 	-1 	 0 	 88 	0.14875 	 0.65625 	 9.625 	
-25 	 39 	 1020 	-1 	 2 	 87 	-0.27125 	 0.37625 	 10.955 	
-31 	 36 	 1017 	-1 	 2 	 87 	-0.35 	 0.5775 	 11.9175 	
-22 	 30 	 1018 	-1 	 1 	 88 	-0.32375 	 0.7175 	 11.585 	
-22 	 42 	 1019 	-1 	 2 	 87 	-0.4375 	 0.5425 	 9.975 	
-32 	 35 	 1014 	-1 	 2 	 87 	-0.69125 	 0.55125 	 8.46125 	
-14 	 35 	 1020 	0 	 1 	 88 	-0.8575 	 0.21 	 6.18625 	
-22 	 4 	 1018 	-1 	 0 	 88 	-0.77 	 0.84875 	 4.38375 	
-26 	 -8 	 1018 	-1 	 0 	 88 	-1.00625 	 0.56 	 2.6425 	
